numobs,length,size,bcovfaulty,bcovfixed,lcovfaulty,lcovfixed,numremoved,fixedcov,Class
567,105.2,13.7,0.109238,0.109238,0.1391,0.139406,4.7,0.391887,no
229,217,136.3,0.432271,0.427763,0.631821,0.630556,0,0.941921,no
40,5.3,4,0.129707,0.135802,0.143969,0.149425,0,0.1,no
229,208.4,132.1,0.425725,0.422562,0.631103,0.628732,0,0.880349,no
3,5.4,1.2,0.371429,0.371429,0.604167,0.604167,0,0.4,no
40,5.2,4,0.133971,0.126582,0.14978,0.141176,0,0.1,no
11,18,6.9,0.733334,0.733334,0.741379,0.741379,0,0.627273,no
229,202.5,124,0.418433,0.418605,0.587592,0.587778,0,0.751965,no
72,172.9,33.4,0.471187,0.471187,0.445161,0.445161,0,0.6125,no
39,66,15,0.463507,0.462323,0.396181,0.394093,0,0.438461,no
39,75.7,17.6,0.531103,0.530485,0.527057,0.521489,0,0.510257,low
33,28.7,19.8,0.629843,0.627692,0.669565,0.665454,0,0.6,no
33,27.4,19.9,0.625989,0.631746,0.676821,0.671698,0,0.603031,no
9,10.3,4.9,0.421918,0.4,0.584536,0.591892,0,0.655556,no
435,2192.5,178.8,0.802086,0.800791,0.857267,0.856485,1.3,0.918621,no
56,22,10.3,0.118397,0.116667,0.135106,0.135106,0,0.326786,no
229,200.3,121,0.412358,0.410836,0.582535,0.581127,0,0.686463,low
11,17.2,6.8,0.710204,0.733334,0.745161,0.741379,0,0.618182,no
142,135.5,40.1,0.648122,0.647727,0.743972,0.744225,0,0.399296,no
3,3.1,1,0.0779221,0.0512821,0.111111,0.103448,0,0.333333,no
432,2071.3,171.2,0.791432,0.791103,0.845857,0.845524,1.3,0.921528,no
138,151.7,57.6,0.628981,0.628981,0.722295,0.722295,0,0.52029,no
469,131.8,61.4,0.649917,0.639613,0.784564,0.778884,0,0.846482,no
5,10.9,4,0.109948,0.122059,0.168081,0.175141,0,0.8,no
229,196.5,120.4,0.409356,0.407916,0.57809,0.57809,0,0.679913,no
33,13,11,0.923077,0.923077,1,1,0,0.363636,no
178,135.6,44.7,0.613063,0.613063,0.745222,0.745222,0,0.43764,no
229,206.4,123.3,0.425556,0.422546,0.598026,0.595787,0,0.738428,no
3,2.6,1,0.12766,0.117647,0.0967742,0.0833333,0,0.333333,no
149,37.5,26.2,0.7875,0.7875,0.82647,0.82647,0.1,0.577852,no
415,2019.1,177.8,0.807986,0.798846,0.84822,0.842554,0.4,0.942651,no
415,2084.6,179.3,0.822774,0.819825,0.861818,0.860992,1.3,0.945783,no
111,161.7,46.5,0.688563,0.646219,0.786279,0.786667,0,0.563064,high
187,109.9,65.3,0.490082,0.487975,0.673203,0.672736,0,0.627807,high
65,60.7,29,0.130856,0.130201,0.167793,0.167793,0,0.446154,no
459,4023.7,247,0.796179,0.796023,0.922387,0.922246,0,0.804139,low
229,202.3,124,0.424841,0.418767,0.598008,0.593503,0,0.750655,no
456,4124.4,257.3,0.810164,0.808899,0.937228,0.933938,0,0.829824,no
178,146.2,46.5,0.615991,0.615991,0.756342,0.75641,0,0.443258,no
396,1997.8,178.9,0.821479,0.820115,0.867106,0.866337,0.7,0.956818,low
393,2001.89,179.667,0.820591,0.820544,0.8745,0.874731,0.1,0.963811,no
187,118.8,67.2,0.527599,0.520621,0.717251,0.710551,0,0.647059,low
12,16.7,7.4,0.284871,0.283871,0.266607,0.265445,0,0.641667,no
3,5.1,2,0.0601626,0.0601626,0.107369,0.106918,0,0.666667,no
145,50.2,50.2,0.288717,0.293305,0.471378,0.471579,0,0.931034,no
36,44.5,36,0.761735,0.751818,0.766769,0.757194,0,1,low
33,33.4,33,0.378606,0.375,0.384733,0.383562,0,1,no
1108,736.4,138.5,0.582066,0.580851,0.679653,0.677954,1,0.450451,low
71,136.1,46.4,0.369913,0.367672,0.475735,0.475,0,0.732394,no
469,139,62.9,0.647878,0.649246,0.781487,0.782661,0,0.846056,no
184,138.8,45.4,0.615821,0.613514,0.751242,0.750467,0,0.43913,no
160,132.4,74.7,0.540508,0.53991,0.682952,0.678882,0,0.8375,no
27,28,26.8,0.440397,0.442241,0.417386,0.413559,0,0.996296,low
62,70.5,26.8,0.567961,0.567961,0.660785,0.660785,0,0.56129,no
40,5.2,4,0.153488,0.150685,0.15566,0.152778,0,0.1,no
12,22,5.7,0.458696,0.45,0.629586,0.62807,0,0.475,no
184,144,48.5556,0.619225,0.618303,0.755452,0.751938,0,0.458333,no
40,5.3,4,0.126761,0.133803,0.142857,0.142857,0,0.1,high
241,235.1,137.6,0.429705,0.429705,0.587923,0.587923,0,0.780913,no
844,556.7,131.7,0.553256,0.551838,0.652615,0.651,0.8,0.493247,low
844,716.4,115.2,0.565506,0.561992,0.653128,0.649769,2.5,0.475355,no
844,466.6,136,0.531657,0.530561,0.644718,0.643461,1.6,0.491351,no
12,15.3,7,0.19242,0.188034,0.188288,0.184956,0,0.583333,no
30,21.7,15,0.603713,0.608387,0.565256,0.585388,0.1,0.52,no
11,0,0,0,0,0,0,0,0,no
62,70.9,26.5,0.551943,0.56699,0.635563,0.652941,0,0.548387,low
610,555.7,151.2,0.448732,0.44,0.491816,0.487535,0,0.848852,low
35,52,21.1,0.710526,0.710526,0.810937,0.810937,0.1,0.628571,no
86,134.5,55,0.472727,0.473256,0.701131,0.700725,0,0.688372,low
61,23.6,4.9,0.228834,0.229824,0.323902,0.321127,0,0.191803,no
361,721.1,77.3,0.885792,0.884153,0.954762,0.953572,0.2,0.863989,low
59.8,23,8,0.0187597,0.0187597,0.0226739,0.0227149,0,0.20069,high
25,20.5,9,0.137615,0.128205,0.168449,0.169355,0,0.36,no
14,39.6,5.8,0.65,0.665385,0.844445,0.861111,0,0.485714,low
229,0,0,0,0,0,0,0,0,no
28,17.4,7.3,0.259797,0.259797,0.226012,0.225735,0,0.428571,no
30,34.7,5.1,0.85914,0.856452,0.91697,0.913637,0,0.216667,low
23,32.9,12,0.645,0.645,0.625532,0.625532,0,0.643478,no
34,0,0,0,0,0,0,0,0,no
26,8.4,3,0.17013,0.149462,0.14964,0.124239,0,0.115385,high
177,332.3,126.3,0.513549,0.513549,0.690687,0.690687,0.1,0.90113,no
177,333.1,125.1,0.508447,0.50786,0.685932,0.684719,0,0.906215,no
612,0,0,0,0,0,0,0,0,no
26,9,4,0.0310345,0.0310345,0.0535479,0.0533917,0,0.307692,no
26,8.3,4,0.0299304,0.0296552,0.0539601,0.0534066,0,0.307692,no
26,8.8,4,0.0309859,0.0307692,0.0544643,0.0544643,0,0.307692,no
5,0,0,0,0,0,0,0,0,no
59.4,97.1,33.1,0.749629,0.745555,0.832444,0.83,0,0.562323,high
7,15,3,0.284,0.316,0.463554,0.477679,0,0.728572,low
7,15.3,3,0.318222,0.349333,0.51303,0.537273,0,0.742857,no
6,0,0,0,0,0,0,0,0,no
367,137.8,60.4,0.699123,0.699123,0.822819,0.822819,0,0.861035,no
367,137.6,61,0.714912,0.714912,0.842953,0.842953,0,0.862942,low
2,7,1,0.0662338,0.062963,0.141177,0.138667,0,0.5,no
133,151.9,53.2,0.580527,0.573099,0.6725,0.669551,1,0.552631,low
6,11.4,3,0.733333,0.733333,0.9375,0.9375,0,0.5,no
18,0,0,0,0,0,0,0,0,no
6,12,3.9,0.475955,0.469474,0.585621,0.585621,0,0.65,no
72,168.7,26,0.508904,0.508904,0.67963,0.67963,3.3,0.458333,no
27,14.7,6.4,0.35977,0.382758,0.375757,0.390909,0,0.292592,no
10,8.5,3.3,0.507408,0.655556,0.75,0.861111,0,0.43,no
361,374.3,108.9,0.793333,0.789071,0.883916,0.882143,0,0.864543,high
4,0,0,0,0,0,0,0,0,no
15,36.7,11.6,0.137931,0.129032,0.282468,0.273585,0,0.773333,no
12,33.8,7.9,0.626316,0.626316,0.753134,0.746457,0,0.833333,low
41,82.7,25.1,0.757627,0.757627,0.918644,0.918644,0,0.7,no
74,179.7,27.7,0.570698,0.564384,0.725104,0.722839,3.3,0.482432,no
84,150.9,53.1,0.598901,0.598901,0.716751,0.716751,0,0.663095,no
25,19.8,8.5,0.161658,0.155224,0.201466,0.195726,0,0.34,no
339,495.8,90.7,0.83048,0.838217,0.906628,0.90614,0.4,0.858407,low
339,628.5,77.6,0.876645,0.87205,0.949902,0.947953,0.1,0.864012,low
12,40.3,9.9,0.490291,0.485714,0.679275,0.672308,0,1,no
191,308.6,66.2,0.676191,0.676099,0.764358,0.764266,1.4,0.508377,no
12,38.5,9.6,0.407692,0.411765,0.614286,0.625,0,1,no
12,41.2,10.2,0.430693,0.425714,0.645833,0.611765,0,1,no
132,162,42.4,0.29602,0.296269,0.437891,0.439375,0,0.791667,low
273,432.8,72,0.875328,0.875969,0.923025,0.923826,0,0.850916,low
568,0,0,0,0,0,0,0,0,no
207,173.3,71.6,0.738428,0.732468,0.828064,0.838597,0,0.823188,low
24,31.7,6.4,0.577953,0.568293,0.719231,0.710606,0,0.35,low
6,8.1,1,0.20625,0.20625,0.3125,0.3125,0,0.333333,no
6,0,0,0,0,0,0,0,0,no
135,125,123,NA,NA,NA,NA,0,0.918519,no
30,51.4,25.3,0.801333,0.868,0.853279,0.942105,0,0.863334,low
21,21.9,10.9,0.77,0.77,0.871429,0.871429,0,0.52381,no
25,6.5,2,0.113924,0.12,0.140625,0.142857,0,0.08,no
193,202.1,146.3,0.592032,0.593059,0.664028,0.664062,0,0.797409,low
2,0,0,0,0,0,0,0,0,no
33,33.6,14.2,0.327731,0.333333,0.263158,0.255814,0,0.430303,no
3,26.4,3,0.300559,0.226316,0.480556,0.363044,0.5,1,high
36,27.3,7.6,0.137255,0.137255,0.179775,0.179775,0,0.211111,no
2,0,0,0,0,0,0,0,0,no
15,31.1,7.5,0.797222,0.797222,0.843284,0.843284,0,0.593333,no
12,55.2,8,0.869697,0.863636,0.931746,0.928571,0,0.666667,low
21,43.9,11.8,0.0735643,0.0747664,0.148338,0.147208,0,0.561905,no
12,93.4,12,0.741379,0.741379,0.824,0.824,0,1,no
12,97.9,11.9,0.746471,0.736207,0.829054,0.822,0,0.991667,no
18,41.1,11.6,0.123158,0.118182,0.231428,0.228814,0,0.644445,no
70,123.7,45.6,0.713514,0.711486,0.701562,0.700391,0,0.651429,low
27,0,0,0,0,0,0,0,0,no
544,551.7,173.5,0.294737,0.295668,0.347468,0.34927,0.5,0.444853,no
20,24.6,12,0.130435,0.117647,0.239544,0.225806,0,0.6,no
179,350.5,116.9,0.641461,0.63,0.707949,0.694487,0,0.805028,no
28,55.2,11.3,0.213053,0.213053,0.323713,0.323713,0,0.403571,no
28,50.9,10.3,0.160839,0.160839,0.270076,0.270658,0,0.367857,no
6,29.3,4,0.221053,0.221053,0.241379,0.241379,0.2,0.666667,no
60,163.4,25.9,0.547214,0.580435,0.682089,0.698134,1.9,0.465,low
0,0,0,0,0,0,0,0,NA,no
15,52.9,11,0.416666,0.385714,0.72,0.673333,0,0.733333,high
10,0,0,0,0,0,0,0,0,no
57,155.8,24.4,0.497546,0.488636,0.642308,0.638846,1.8,0.461404,low
57,163.3,25.8,0.487805,0.498148,0.640513,0.649231,1.9,0.487719,no
56,96.4,36,0.791566,0.782143,0.752366,0.746729,0,0.642857,no
56,95.3,35.9,0.790184,0.785454,0.748232,0.74381,0,0.642857,no
223,105.5,45.6,0.68835,0.68835,0.825899,0.825899,0,0.876682,no
118,107,100.7,0.633375,0.614131,0.673248,0.650787,0,0.85339,high
118,106,100.3,0.652006,0.650204,0.695338,0.690889,0,0.85,low
118,106.6,100.4,0.64432,0.645188,0.684091,0.684091,0,0.850848,no
21,19,9.3,0.75838,0.717647,0.856292,0.825807,0,0.442857,high
309,215.8,83.5,0.775,0.775,0.852459,0.852459,0,0.828803,low
6,28.3,6,0.567785,0.493636,0.676604,0.597368,0,1,high
583,366.5,91.8,0.432304,0.432161,0.51421,0.513895,0,0.32693,low
120,108,102,0.595563,0.594276,0.632532,0.631203,0,0.85,no
18,16.8,6,0.364286,0.364286,0.394444,0.394444,0,0.333333,no
26,139,17.6,0.716491,0.729293,0.838323,0.85,0,0.676923,high
21,41.3,19,0.855556,0.752174,0.897222,0.8075,0,0.904762,no
15,13.7,13.7,0.728261,0.728261,0.902381,0.902381,0,0.913333,low
45,162.9,32.1,0.90303,0.90303,0.877612,0.877612,0,0.713333,low
148,141.4,37.6,0.417682,0.409827,0.53255,0.52807,0,0.291216,low
148,168.9,44.7,0.460277,0.466071,0.598454,0.597526,0.4,0.345946,high
90,84,31.1,0.353596,0.336424,0.247214,0.240171,0,0.432222,no
84,116.5,29.9,0.406965,0.441791,0.548117,0.583263,0,0.392857,no
167,171.6,70.8,0.686225,0.680303,0.843557,0.835878,0,0.611976,no
60,47.4,19.9,0.320186,0.309822,0.482785,0.469755,0.2,0.408333,no
162,256.1,56.7,0.544737,0.544737,0.659709,0.659709,0.2,0.708025,no
95,120.3,53.9,0.427512,0.428048,0.604493,0.603857,0,0.644211,no
95,119.7,53.7,0.420883,0.420398,0.579537,0.578736,0,0.646316,no
40,83.6,19.1,0.560378,0.560378,0.643478,0.643478,0,0.495,no
32,17.5,13.4,0.18078,0.182543,0.174,0.173568,0,0.41875,high
621,550.5,186.9,0.655774,0.657047,0.706219,0.708072,0,0.336232,low
71,72.7,32.3,0.173647,0.172444,0.321166,0.320184,0,0.505634,no
44,108.5,30.2,0.522034,0.498413,0.63605,0.622936,0,0.686364,no
35,37.6,35,0.500858,0.493671,0.674757,0.662857,0,1,no
162,277.2,61.8,0.557895,0.557895,0.683415,0.683415,0.1,0.724074,no
95,120.8,54.5,0.453357,0.435052,0.597906,0.58915,0.3,0.650527,low
60,49.1,20.1,0.339086,0.332338,0.482751,0.476774,0.4,0.413333,no
95,121.5,54.3,0.451075,0.451075,0.59003,0.59003,0,0.649474,no
138,148.2,59.6,0.236088,0.234795,0.254335,0.253663,0,0.483333,no
6,5.5,2,0.486667,0.463158,0.712941,0.703031,0,0.333333,no
54,36.9,10.2,0.207692,0.207692,0.336307,0.333537,0,0.590741,no
95,121.5,53.9,0.455914,0.454839,0.58002,0.579305,0,0.647369,no
44,124.3,25.7,0.478313,0.477012,0.562469,0.560949,0,0.920454,no
92,113.6,51.4,0.458802,0.452198,0.605858,0.597839,0,0.638043,no
24,51.6,11.7,0.289344,0.289344,0.436792,0.436792,0,0.529167,no
71,73,32.6,0.171395,0.172935,0.320195,0.320891,0,0.504225,no
106,111.8,44.1,0.332308,0.329,0.406107,0.407225,0,0.416038,low
284,191.70,79.6,NA,0.52,NA,0.52,0.00,0.280282,no
36,78.90,30.5,0.25,0.25,0.31,0.30,0.00,0.847222,no
34,75.30,29.4,0.26,0.25,0.31,0.31,0.00,0.864706,high
238,186.80,75.9,0.36,0.35,0.40,0.40,0.00,0.315208,high
52,12.10,3,0.07,0.07,0.11,0.10,0.00,0.0576923,no
52,10.80,3,0.06,0.06,0.09,0.09,0.00,0.0576923,no
4,3.00,3,0.55,0.35,0.68,0.73,0.00,0.75,low
22,12,3,0.184415,0.184415,0.247,0.247,0,0.136364,no
38,29,10,0.211957,0.219792,0.278572,0.27594,0,0.263158,low
138,0,0,0.0454545,0.0454545,0.0175439,0.0166667,0,0,no
3,7.9,2,0.232558,0.219565,0.367816,0.389655,0,0.666667,no
3,7.8,2,0.243182,0.214,0.388888,0.365672,0,0.666667,no
3,8.1,2,0.227272,0.227272,0.353125,0.35873,0,0.666667,no
3,8.2,2,0.233333,0.238636,0.350746,0.367188,0,0.666667,no
3,8.4,2,0.242222,0.242222,0.380303,0.374627,0,0.666667,no
71,204.2,52.1,NA,0.291135,NA,0.407759,0,0.743662,no
3,7.5,2,0.405883,0.328571,0.357143,0.37037,0,0.666667,no
32,75.4,28.8,0.282015,0.282015,0.318367,0.318367,0,0.903125,no
22,10.4,3,0.132467,0.132467,0.173267,0.173267,0,0.136364,no
22,12.4,3,0.187013,0.187013,0.263,0.260396,0,0.136364,no
30,66.7,25.7,0.280147,0.280147,0.325946,0.325946,0,0.856667,no
4,3,3,0.444444,0.545455,0.6,0.666667,0,0.75,high
16,0,0,0,0,0,0,0,0,no
48,43.2,0,0.808571,0.725641,0.807894,0.807894,0,0.8125,no
48,43.3,10,0.811428,0.811428,0.807894,0.807894,0,0.8125,high
2,4.7,0,0.133684,0.133684,0.0914473,0.0914473,0,1,no
21,18.9,0,0.633334,0.72,0.791667,0.85625,0,0.428571,no
137.8,80.2,0,NA,0.327523,NA,0.398795,0,0.383887,no
95,192.6,0,NA,0.762034,NA,0.740592,0.2,0.862105,no
56,126,0,NA,0.749438,NA,0.76014,0,0.914285,no
14,43.4,10,0.7,0.715789,0.856667,0.86875,0,0.621429,high
37,50.9,0,0.830952,0.693421,0.74507,0.710309,0,0.648649,no
8,10,0,0.766667,0.766667,0.983823,0.983823,0,0.625,no
79,128.1,0,0.796891,0.804102,0.892891,0.892891,0,0.812658,no
83,146,4,0.788511,0.773756,0.897692,0.882305,0,0.791566,low
75,122.8,7,0.783582,0.783582,0.895536,0.895536,0,0.813333,high
8,22.5,7,0.721875,0.711765,0.842424,0.830556,0,0.65,high
75,122.6,0,0.777157,0.771642,0.892342,0.888839,0,0.812,no
83,147.3,5,0.714063,0.714844,0.782095,0.782432,0,0.8,low
104,43.1,0,0.312301,0.312301,0.381614,0.380984,0,0.191346,no
75,122.8,2,0.787309,0.790863,0.904566,0.899099,0,0.813333,low
57,102.8,0,0.780226,0.774033,0.893299,0.894924,0,0.798246,no
60,108.5,0,0.769274,0.769613,0.876586,0.876586,0,0.791667,no
141,79.1,0,0.364919,0.364919,0.469814,0.469814,1.2,0.275887,no
12,22.8,9,0.844444,0.883333,0.925926,0.959259,0,0.833333,high
836,0,46.9,NA,NA,NA,NA,0,0.0561005,no
2,0,1,NA,NA,NA,NA,0,0.5,no
469,0,40.9,NA,NA,NA,NA,0,0.08742,no
295,0,37,NA,NA,NA,NA,0,0.125424,no
33,2,23.5,0.72549,0.731482,0.637255,0.648148,0,0.712122,low
289,0,36,0.446951,0.459146,0.543902,0.564848,0,0.124567,no
33,0,23.5,0.759259,0.711806,0.704861,0.663399,0,0.712122,no
2,0,1,NA,NA,NA,NA,0,0.5,no
37,10,16.9,0.280531,0.306667,0.214912,0.208871,0,0.459459,high
25,0,21,0.82,0.82,0.947368,0.782609,0,0.84,no
50,0,30.2,0.745349,0.493662,0.794545,0.5775,0,0.62,no
44,0,16.2,NA,0.4072,NA,0.421383,0,0.379546,no
21,25.9,4.3,0.566667,0.558621,0.730303,0.730303,0,0.238095,no
33,28,16.7,0.259603,0.252903,0.246311,0.244309,0.1,0.512122,no
140,118.1,33.4,0.265397,0.266877,0.34245,0.34245,0,0.238571,no
131,145.1,29.7,0.273913,0.271943,0.40221,0.4,0,0.236585,no
17,10.9,3,0.346154,0.313953,0.448781,0.391489,0,0.176471,no
140,121.2,33.8,0.12791,0.125509,0.160111,0.158791,0,0.241428,no
574,259.7,44.4,NA,0.442818,NA,0.431302,0,0.0773519,no
2,0,0,0,0,0,0,0,0,no
19,12,4.1,0.535294,0.526087,0.596428,0.612122,0,0.215789,no
26,22.2,3.3,0.139773,0.139773,0.224324,0.230555,0,0.192308,no
144,116.1,33.5,0.126859,0.128418,0.156373,0.156373,0,0.232639,no
22,34.1,5.8,0.318604,0.318604,0.392063,0.392063,0,0.268182,no
5,14.8,3.3,0.523077,0.494117,0.670588,0.705263,0,0.66,no
88,241.3,41,0.444507,0.44011,0.427794,0.429014,0,0.465909,low
93,93.4,31.4,0.276842,0.271134,0.353136,0.348,0,0.354839,no
62,4.9,2,0.294565,0.294565,0.424107,0.424107,0,0.0322581,no
47,87.9,40.4,0.57647,0.571015,0.711818,0.711818,0,0.859574,low
185,89.5,27.9,0.470968,0.470968,0.501709,0.501709,0.2,0.152973,high
16,0,0,0,0,0,0,0,0,no
111,3,1.2,0.0432406,0.043112,0.0360493,0.0358281,0,0.0108108,no
111,2.1,1.1,0.0267,0.0265408,0.0162748,0.0162346,0,0.0108108,no
54,29.5,10,0.274074,0.274074,0.38421,0.38421,0,0.185185,no
106,4.8,1.6,0.024375,0.024375,0.0244681,0.0240838,0,0.0160377,no
310,293.3,46.1,0.132416,0.126239,0.152632,0.149871,0,0.14871,no
8,32,5.1,0.424194,0.426563,0.524468,0.528,0,0.65,low
308,283,45,0.130212,0.130514,0.151833,0.151169,0,0.146429,no
54,21.2,7.2,0.0365958,0.0351021,0.0570149,0.0541077,0,0.133334,no
197,121.6,19.6,0.12071,0.118605,0.0906504,0.0881423,0,0.0994924,no
32,29.6,5,0.01875,0.0183124,0.0291457,0.0286278,0,0.15625,no
713,680.6,97.7,0.148148,0.153981,0.147474,0.151818,0.1,0.138182,high
283,293,42.9,0.122903,0.124085,0.140591,0.14244,0,0.15159,low
592,416.9,59.9,0.055867,0.0558461,0.0803835,0.0802826,0,0.10152,no
182,128.6,45.4,0.234228,0.234228,0.473707,0.474839,0,0.265934,no
182,123,44.1,0.222635,0.221141,0.473002,0.471983,0,0.258791,no
29,10.7,2,0.00688406,0.00695971,0.0210109,0.0212852,0,0.0689655,no
362,237.8,46,0.0720893,0.0721338,0.0773577,0.0820955,0,0.139227,low
67,36.3,9.2,0.140741,0.140741,0.300699,0.333333,0.1,0.143284,high
67,33.9,9,0.137037,0.137037,0.300699,0.319728,0,0.141791,high
15,9.5,1.1,0.0206897,0.02,0.092437,0.0901639,0,0.133333,no
230,0,0,0,0,0,0,0,0,no
87,0.9,0.1,0.0108108,0.01,0.0135294,0.013369,0,0.00114943,no
9,5.5,2,0.0369143,0.0369143,0.0109496,0.0109496,0,0.222222,no
255.1,131.6,37.1,0.143438,0.143216,0.16338,0.163356,0,0.186564,no
9,5.2,2,0.0317576,0.0317576,0.00492754,0.00492754,0,0.222222,no
941,681.6,239.8,NA,0.373,NA,0.494787,0.8,0.455579,no
597,414.3,149.6,NA,NA,NA,NA,0,0.51541,no
72,125.8,48.6,NA,NA,NA,NA,0,0.752778,no
55,72.4,34,NA,NA,NA,NA,0.6,0.64,no
281,142.2,52.2,NA,NA,NA,NA,0,0.353737,no
37,45.1,17.7,NA,NA,NA,NA,0,0.478378,no
77,61.5,26,0.0842674,0.0842485,0.0390299,0.0403601,0.7,0.403896,no
7,1,1,0.0810157,0.0810157,0,0,0,0.142857,no
5,4.4,1.4,0.466667,0.4375,0.636765,0.618571,0,0.4,no
68,125.3,47.3,0.760504,0.729457,0.858139,0.851493,0,0.792647,no
297,138.2,44.3,NA,0.438326,NA,0.553529,0,0.278114,no
78,145.2,56.2,0.743077,0.739086,0.887113,0.887113,0,0.819231,no
146,5.2,2.7,0.151724,0.135714,0.216471,0.251111,0,0.0328767,no
182,140.4,47.9,0.596269,0.596269,0.714732,0.714732,0,0.368681,no
95,40.2,10.8,0.146371,0.13855,0.218493,0.207143,0,0.154737,no
15,14,12,0.482667,0.470129,0.587234,0.587234,0,0.8,no
15,14,12,0.497333,0.497333,0.596808,0.596808,0,0.8,no
194,160.6,44.9,0.3384,0.3384,0.39782,0.39782,0,0.352062,no
39,34.9,9.6,0.972727,0.764286,1,0.914286,0,0.553847,no
547,361.2,131.1,0.648771,0.640574,0.83065,0.822601,0,0.532907,no
25,35.1,6.9,0.178571,0.15625,0.25,0.230769,0,0.52,no
828,609.1,222.7,0.541614,0.543615,0.675181,0.678409,0,0.489976,high
10,3,2,0.0822967,0.0821429,0.00488282,0.00486855,0,0.2,low
87,7.1,2.4,0.198077,0.230769,0.347826,0.339726,0,0.0609195,no
9,7.8,2.4,0.0658506,0.0656898,0.0379612,0.0379243,0,0.266666,no
724,485.5,174.2,0.634218,0.683529,0.757944,0.82243,0,0.482735,no
170,61.1,18,NA,NA,NA,NA,0,0.143529,no
9,6.8,2.3,0.0564952,0.0564952,0.0291829,0.0291545,0.1,0.255555,no
65,122.7,47,0.759712,0.758156,0.897037,0.897037,0,0.829231,no
179,194.7,51.5,0.184384,0.184384,0.190704,0.19057,0.1,0.420112,no
540,387.6,129.3,0.73285,0.73285,0.866333,0.866333,0,0.552222,no
41,53.7,20.9,0.118301,0.11747,0.0558799,0.0565037,1.5,0.536585,no
8,0,0,0,0,0,0,0,0,no
73,76.8,24.3,0.683333,0.683333,0.765179,0.765179,0,0.539726,low
93,95.9,37.5,NA,0.499281,NA,0.620812,0,0.554838,no
51,5.8,2.2,0.210345,0.184848,0.374419,0.35,0,0.0666667,no
8,1.6,0.4,0.0470588,0.0444444,0.0638298,0.0666666,0,0.075,no
66,49.8,25.6,0.423334,0.423334,0.661017,0.661017,0,0.842424,low
7,1,1,0.0794781,0.0794781,0,0,0,0.142857,no
76,129.4,46.9,NA,0.602564,NA,0.670925,0,0.706579,no
743.2,772.6,249.8,0.776156,0.757944,0.859112,0.840119,0,0.562541,low
4,1,1,0.1,0.0973913,0.142308,0.140761,0,0.25,no
51,8.3,2.8,0.285185,0.275862,0.543903,0.525581,0,0.0901961,no
26,34.8,10.2,0.580525,0.564836,0.825059,0.813986,0,0.565385,no
7,1,1,0.0796671,0.0796671,0,0,0,0.142857,no
56,103.9,40.1,0.726882,0.739785,0.877895,0.886598,0,0.819643,high
9,9.8,3,0.0487715,0.0487715,0.0184645,0.0184645,0,0.333333,no
3,2,1,0.285714,0.285714,0.384615,0.428571,0,0.333333,no
143,169.7,49.7,0.207707,0.207707,0.214003,0.214003,0.3,0.437062,no
127,136.1,51.1,NA,0.180227,NA,0.132801,0,0.472441,no
100,115.2,41.2,0.666667,0.636735,0.746561,0.738342,0,0.427,no
18,16.6,4.6,0.133103,0.133333,0.216279,0.213333,0,0.633334,no
18,16.9,4.9,NA,0.152414,NA,0.242325,0,0.666667,no
77,72.5,29.9,0.691781,0.673333,0.687919,0.678808,0,0.522078,no
9,16.6,6,0.371429,0.371429,0.408108,0.408108,0,0.666667,no
73,74.2,28.4,0.634375,0.674242,0.646667,0.691176,0,0.531507,high
118,110.5,48.4,0.655814,0.630769,0.801376,0.776496,0,0.763559,no
9,16.5,6,0.335714,0.335714,0.335294,0.335294,0.3,0.666667,no
9,3,3,0.184694,0.182,0.236747,0.235928,0,0.333333,no
9,16.8,6,0.332143,0.332143,0.341176,0.341176,0.4,0.666667,no
309,338,124,NA,0.585942,NA,0.752838,0,0.668285,no
793,119.1,30.4,0.26937,0.271154,0.332132,0.333476,0,0.287011,no
657,1054.8,77.1,0.510433,0.508319,0.571798,0.567162,0.1,0.675342,no
800,204.4,49.5,0.624082,0.619383,0.735182,0.732881,0,0.7555,no
782,984.2,81.2,0.313835,0.31418,0.412981,0.413318,0.1,0.451023,low
500,140.8,35.2,0.839159,0.85,0.832939,0.83655,0,0.884,low
107,15,5,0.465454,0.52381,0.364045,0.424242,0.1,0.373832,no
489,125.7,30,0.971621,0.971621,0.955782,0.955782,0,0.976892,no
982,73.3,26.3,0.787952,0.787952,0.877273,0.877273,0,0.849083,low
678,173.7,42.9,0.60587,0.603068,0.675,0.675,0,0.69764,no
2,2,1,0.9,0.85,0.9,0.85,0,1,low
872,129.6,47,0.73414,0.72379,0.844328,0.831152,0,0.924312,high
193,51.9,15,0.469792,0.486458,0.578018,0.591351,0,0.515026,no
250,22.3,6.7,0.404645,0.402459,0.430303,0.428864,0,0.4168,no
1146.8,1803.8,149.6,0.350474,0.348697,0.44327,0.440861,0.2,0.539459,high
891,312.5,64.1,0.371538,0.371684,0.413527,0.41652,0.1,0.364198,high
521,150.2,45.6,0.710949,0.710949,0.755495,0.755495,0,0.7,high
678,196.7,44.3,0.589441,0.588199,0.68414,0.682971,0,0.698083,high
620,174.8,50.5,0.807002,0.8,0.882548,0.87849,0,0.835484,high
523,1045.3,81.3,0.512754,0.51226,0.634122,0.633787,0.1,0.622371,low
18,21.4,7,0.915385,0.915385,0.942105,0.942105,0,0.944444,no
331,93.5,28.9,0.284706,0.252525,0.5374,0.496196,0,0.595469,no
